SID,IDENT,PYEPG,NAME,FSAT NUM,SKY NUM,HD,REGIONAL,RADIO,ICON
50630,Channel AKA,tv_channel_aka,Channel AKA,0,370,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/channel_aka.jpg
50847,Russia Today,tv_rt,Russia Today,206,512,0,0,0,http://www.lyngsat-logo.com/logo/tv/rr/radio_tv_crne_gore.jpg
50856,Kiss,radio_kiss,Kiss,0,1178,0,0,1,http://www.lyngsat-logo.com/logo/radio/kk/kiss100_fm_uk.jpg
50860,Magic,radio_magic_fm,Magic 105.4 FM,0,1180,0,0,1,http://www.lyngsat-logo.com/logo/radio/mm/magic_fm.jpg
50866,Abu Dhabi TV,tv_abu_dhabi_tv,Abu Dhabi TV,0,796,0,0,0,
50878,PCNE Chinese,tv_pcne_chinese,PCNE Chinese,0,785,0,0,0,
50879,Clubland TV,tv_clubland_tv,Clubland TV,514,383,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/clubland_tv.jpg
50880,Information TV,tv_information_tv,Information TV,402,231,0,0,0,
50882,Massive R&B,tv_massive_r_and_b,Massive R&B,518,385,0,0,0,http://www.lyngsat-logo.com/logo/tv/mm/massive_rb.jpg
50884,Venus TV,tv_venus_tv,Venus TV,0,805,0,0,0,
50903,CBS Drama,tv_cbs_drama,CBS Drama,134,149,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/cbs_drama.jpg
51001,mta-muslim tv,tv_mta_muslim_tv,MTA Muslim TV,0,787,0,0,0,http://www.lyngsat-logo.com/logo/tv/mm/mta_international.jpg
51005,Word Network,tv_word_network,Word Network,0,591,0,0,0,
51006,SuperCasino,tv_super_casino,Super Casino,0,866,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/supercasino.jpg
51011,CCTV News,tv_cctv_news,CCTV News,211,510,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/cctv_news_english.jpg
51019,Inspiration,tv_inspiration,Inspiration,690,587,0,0,0,http://www.lyngsat-logo.com/logo/tv/ii/inspiration_network.jpg
51033,TBN Europe,tv_tbn_europe,TBN Europe,0,583,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/tbn_europe.jpg
51035,GOD Channel,tv_god_channel,God Channel,694,580,0,0,0,http://www.lyngsat-logo.com/logo/tv/gg/god_tv_uk.jpg
51036,Showcase +1,tv_showcase+1,Showcase +1,0,235,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/showcase_tv_uk_plus1.jpg
51037,UMP Movies,tv_ump_movies,UMP Movies,308,797,0,0,0,http://www.lyngsat-logo.com/logo/tv/uu/ump_movies.jpg
51107,Al Jazeera Eng,tv_al_jazeera_english,Al Jazeera English,203,514,0,0,0,http://www.lyngsat-logo.com/logo/tv/aa/al_jazeera_english.jpg
51114,Newstalk,radio_newstalk,Newstalk,0,1210,0,0,1,
52001,UCB TV,tv_ucb_tv,UCB TV,0,586,0,0,0,http://www.lyngsat-logo.com/logo/tv/uu/ucb.jpg
52002,horror ch+1,tv_horror_channel+1,Horror Channel +1,139,320,0,0,0,http://www.lyngsat-logo.com/logo/tv/hh/horror_channel_uk_plus1.jpg
52004,UMMAH CHNL,tv_ummah_channel,Ummah Channel,0,828,0,0,0,http://www.lyngsat-logo.com/logo/tv/uu/ummah_channel.jpg
52006,Jewelry Maker,tv_jewellery_maker,Jewellery Maker,807,655,0,0,0,http://www.lyngsat-logo.com/logo/tv/jj/jewellery_maker.jpg
52007,CBS Action,tv_cbs_action,CBS Action,137,148,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/cbs_action.jpg
52008,Get Lucky TV,tv_get_lucky_tv,Get Lucky TV,0,909,0,0,0,
52010,Greatest Hits TV,tv_greatest_hits_tv,Greatest Hits TV,0,378,0,0,0,
52013,Chat Box,tv_chat_box,Chat Box,0,878,0,0,0,
52027,Sunrise,radio_sunrise_radio,Sunrise Radio,0,1133,0,0,1,http://www.lyngsat-logo.com/logo/radio/ss/sunrise_radio.jpg
52028,BFBS Radio,radio_bfbs_radio_1,BFBS Radio 1,786,1211,0,0,1,http://www.lyngsat-logo.com/logo/radio/bb/bfbs_cyprus.jpg
52029,LBC 97.3,radio_lbc_fm,LBC 97.3,0,1112,0,0,1,http://www.lyngsat-logo.com/logo/radio/ll/lbc_fm_uk.jpg
52030,Heart,radio_heart,Heart,733,1111,0,0,1,http://www.lyngsat-logo.com/logo/radio/hh/heart_fm.jpg
52031,LBC News,radio_lbc_news,LBC News 1152,0,1124,0,0,1,http://www.lyngsat-logo.com/logo/radio/ll/lbc_news_uk.jpg
52040,SportxxxGirls,tv_sportxxxgirls,SportxxxGirls,0,967,0,0,0,
52050,Northern Birds,tv_northern_birds,Northern Birds,0,954,0,0,0,
52056,Controversial tv,tv_controversial_tv,Controversial TV,0,200,0,0,0,
52060,BET +1,tv_bet+1,BET +1,141,198,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/bet_uk.jpg
52070,Press TV,tv_press_tv,Press TV,515,0,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/press_tv.jpg
52100,Travel Ch +1,tv_travel_channel+1,Travel Channel +1,0,252,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/travel_channel_uk_plus1.jpg
52102,CBS Reality+1,tv_cbs_reality+1,CBS Reality +1,136,147,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/cbs_reality_plus1.jpg
52104,Olive TV,tv_olive_tv,Olive TV,0,597,0,0,0,http://www.lyngsat-logo.com/logo/tv/oo/olive_tv.jpg
52105,horror channel,tv_horror_channel,Horror Channel,138,319,0,0,0,http://www.lyngsat-logo.com/logo/tv/hh/horror_channel_uk.jpg
52106,Gay Network,tv_gay_network,Gay Network,0,877,0,0,0,http://www.lyngsat-logo.com/icon/tv/gg/gay_network.gif
52107,Wonderful,tv_wonderful,Wonderful,0,582,0,0,0,http://www.lyngsat-logo.com/logo/tv/ww/wonderful_tv.jpg
52109,Thane Direct,tv_thane_direct,Thane Direct,820,660,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/thane_direct.jpg
52110,DAYSTAR,tv_daystar,Daystar,691,584,0,0,0,http://www.lyngsat-logo.com/logo/tv/dd/daystar_tv_network.jpg
52111,CNBC,tv_cnbc,CNBC,210,505,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/class_cnbc.jpg
52118,SmartLive,tv_smart_live_casino,Smart Live Casino,0,869,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/smart_live_casino_roulette.jpg
52121,mov4men2 +1,tv_movies4men_2+1,Movies4Men 2 +1,307,326,0,0,0,http://www.lyngsat-logo.com/logo/tv/mm/movies_4_men2_plus1.jpg
52125,Showcase,tv_showcase,Showcase,403,201,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/showcase_tv_uk.jpg
52127,revelation,tv_revelation,Revelation,692,581,0,0,0,http://www.lyngsat-logo.com/logo/tv/rr/revelation_tv.jpg
52131,Ahlebait TV,tv_ahlebait_tv,Ahlebait TV,0,835,0,0,0,
52132,Panjab Radio,radio_panjab_radio,Panjab Radio,0,1130,0,0,1,http://www.lyngsat-logo.com/logo/radio/pp/panjab_radio.jpg
52135,B4U Music,tv_b4u_music,B4U Music,504,781,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/b4u_music.jpg
52158,Gospel Channel,tv_gospel_channel,Gospel Channel,0,590,0,0,0,http://www.lyngsat-logo.com/logo/tv/gg/gospel_channel_europe.jpg
52162,Renault TV,tv_renault_tv,Renault TV,651,883,0,0,0,http://www.lyngsat-logo.com/logo/tv/rr/renault_tv.jpg
52166,NTV,tv_ntv,NTV,0,834,0,0,0,http://www.lyngsat-logo.com/logo/tv/nn/new_cartoontv.jpg
52170,Sonlife,tv_sonlife_broadcasting_network,SonLife Broadcasting Network,695,599,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/sonlife_broadcasting_network.jpg
52232,Ideal World,tv_ideal_world,Ideal World,812,644,0,0,0,http://www.lyngsat-logo.com/logo/tv/ii/ideal_world.jpg
52233,Ideal Extra,tv_ideal_extra,Ideal Extra,810,651,0,0,0,http://www.lyngsat-logo.com/logo/tv/ii/ideal_extra.jpg
52234,Create & Craft,tv_create_and_craft,Create and Craft,813,671,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/create_and_craft.jpg
52235,Ideal & More,tv_ideal_and_more,Ideal & More,0,668,0,0,0,http://www.lyngsat-logo.com/logo/tv/ii/ideal_and_more.jpg
52299,Premier,radio_premier_christian_radio,Premier Christian Radio,0,1123,0,0,1,http://www.lyngsat-logo.com/logo/radio/pp/premier_christian_radio.jpg
52510,price drop,tv_price_drop,Price Drop,801,645,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/price_drop_tv.jpg
52535,ARY QTV,tv_ary_qtv,ARY Qtv,0,804,0,0,0,http://www.lyngsat-logo.com/logo/tv/aa/ary_qtv.jpg
52545,Screenshop2,tv_screenshop_2,Screenshop 2,0,680,0,0,0,
52546,speed auction,tv_speed_auction,Speed Auction,814,665,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/speed_auction_tv.jpg
52550,Bloomberg,tv_bloomberg_tv,Bloomberg TV,208,502,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/bloomberg.jpg
52570,FRANCE 24,tv_france_24,France 24,205,513,0,0,0,http://www.lyngsat-logo.com/logo/tv/ff/france24.jpg
53109,movies4men,tv_movies4men,Movies4Men,304,323,0,0,0,http://www.lyngsat-logo.com/logo/tv/mm/movies_4_men.jpg
53110,movies4men 2,tv_movies4men_2,Movies4Men 2,306,325,0,0,0,http://www.lyngsat-logo.com/logo/tv/mm/movies_4_men2.jpg
53116,PTV Global,tv_ptv_global,PTV Global,0,810,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/ptv_global.jpg
53118,jazeerachildren,tv_al_jazeera_childrens_channel,Al Jazeera Children's Channel,0,823,0,0,0,
53120,Absolute CR,radio_absolute_classic_rock,Absolute Classic Rock,725,1201,0,0,1,http://www.lyngsat-logo.com/logo/radio/aa/absolute_radio_classic_rock.jpg
53121,Absolute,radio_absolute_radio,Absolute Radio,724,1107,0,0,1,http://www.lyngsat-logo.com/logo/radio/aa/absolute_radio_00s.jpg
53122,Absolute80s,radio_absolute_80s,Absolute 80s,726,1200,0,0,1,http://www.lyngsat-logo.com/logo/radio/aa/absolute_radio_80s.jpg
53123,Amrit Bani,radio_amrit_bani,Amrit Bani,0,1176,0,0,1,http://www.lyngsat-logo.com/logo/radio/aa/amrit_bani.jpg
53124,InsightRadio,radio_insight_radio,Insight Radio,777,1188,0,0,1,http://www.lyngsat-logo.com/logo/radio/ii/insight_radio.jpg
53126,Desi Radio,radio_desi_radio,Desi Radio,0,1169,0,0,1,http://www.lyngsat-logo.com/logo/radio/dd/desi_radio.jpg
53127,Abs Rad 90s,radio_absolute_radio_90s,Absolute Radio 90s,0,1203,0,0,1,http://www.lyngsat-logo.com/logo/radio/aa/absolute_radio_90s.jpg
53129,Rainbow,radio_rainbow_radio,Rainbow Radio,0,1207,0,0,1,http://www.lyngsat-logo.com/logo/radio/rr/rainbow_radio.jpg
53131,Liberty,radio_liberty_radio,Liberty Radio,0,1186,0,0,1,http://www.lyngsat-logo.com/logo/radio/ll/liberty_radio.jpg
53132,Spectrum 1,radio_spectrum_radio,Spectrum Radio,0,1185,0,0,1,http://www.lyngsat-logo.com/logo/radio/ss/spectrum_fm_es.jpg
53133,TWR,radio_twr,TWR,790,1138,0,0,1,http://www.lyngsat-logo.com/logo/radio/tt/twr.jpg
53135,WRN Europe,radio_wrn_europe,WRN Europe,728,1122,0,0,1,http://www.lyngsat-logo.com/logo/radio/ww/wrn.jpg
53136,Yorkshire R,radio_yorkshire_radio,Yorkshire Radio,0,1209,0,0,1,http://www.lyngsat-logo.com/logo/radio/yy/yorkshire_radio_digital.jpg
53137,Gaydarradio,radio_gaydar_radio,Gaydar Radio,0,0,0,0,1,
53138,RTE R1 Extra,radio_rte_radio_1_extra,RTÉ Radio 1 Extra,0,1142,0,0,1,
53139,Family Radio,radio_family_radio,Family Radio,0,1159,0,0,1,http://www.lyngsat-logo.com/logo/radio/ff/family_radio.jpg
53140,Shop Radio,radio_shop_radio,Shop Radio,0,1184,0,0,1,http://www.lyngsat-logo.com/logo/radio/ss/shop_radio_uk.jpg
53141,WRN Arabic,radio_wrn_arabic,WRN Arabic,0,1205,0,0,1,http://www.lyngsat-logo.com/logo/radio/ww/wrn.jpg
53142,Jazz FM,radio_jazz_fm,Jazz FM,729,1202,0,0,1,http://www.lyngsat-logo.com/logo/radio/jj/jazz_fm_radio.jpg
53147,NHK World HD,tv_nhk_world_hd,NHK World HD,209,507,1,0,0,http://www.lyngsat-logo.com/logo/tv/nn/nhk_world.jpg
53210,Sumo TV,tv_sumo_tv,Sumo TV,0,212,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/sumo_tv.jpg
53230,BET,tv_bet,BET,140,191,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/bet_uk.jpg
53255,Elite TV 2,tv_elite_tv_2,Elite TV 2,0,914,0,0,0,http://www.lyngsat-logo.com/icon/tv/ee/elite_tv_914.gif
53260,Food Network,tv_food_network,Food Network,405,262,0,0,0,http://www.lyngsat-logo.com/logo/tv/ff/food_network_uk.jpg
53270,Food Netwrk+1,tv_food_network+1,Food Network +1,406,263,0,0,0,http://www.lyngsat-logo.com/logo/tv/ff/food_network_uk_plus1.jpg
53275,Blue Kiss TV,tv_blue_bird_tv,Blue Bird TV,0,0,0,0,0,
53280,wedding tv,tv_wedding_tv,Wedding TV,400,266,0,0,0,http://www.lyngsat-logo.com/logo/tv/ww/wedding_tv_asia.jpg
53290,Hidayat TV,tv_hidayat_tv,Hidayat TV,0,803,0,0,0,http://www.lyngsat-logo.com/logo/tv/hh/hidayat_tv.jpg
53295,LivexxxBabes,tv_livexxxbabes,LiveXXXBabes,0,0,0,0,0,
53297,Essex Babes,tv_essex_babes,Essex Babes,0,955,0,0,0,
53300,Flava,tv_flava,Flava,502,367,0,0,0,http://www.lyngsat-logo.com/logo/tv/ff/flava_uk.jpg
53305,Bliss,tv_bliss,Bliss,517,372,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/bliss.jpg
53310,Scuzz,tv_scuzz,Scuzz,503,374,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/scuzz.jpg
53315,DanceNationTV,tv_dance_nation_tv,Dance Nation TV,0,376,0,0,0,
53320,True Movies 1,tv_true_movies_1,True Movies 1,302,321,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/true_movies1.jpg
53325,True Movies 2,tv_true_movies_2,True Movies 2,303,322,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/true_movies2.jpg
53330,Tiny Pop,tv_tiny_pop,Tiny Pop,605,617,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/tiny_pop.jpg
53335,Chart Show+1,tv_chart_show_tv+1,Chart Show TV +1,516,382,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/chart_show.jpg
53340,POP,tv_pop,POP,603,616,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/pop_uk.jpg
53345,Tiny Pop +1,tv_tiny_pop+1,Tiny Pop +1,0,625,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/tiny_pop.jpg
53350,Kix!,tv_kix,Kix!,606,627,0,0,0,http://www.lyngsat-logo.com/logo/tv/kk/kix_uk.jpg
53355,The Vault,tv_the_vault,The Vault,501,366,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/the_vault.jpg
53360,PopGirl,tv_pop_girl,Pop Girl,604,626,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/pop_girl.jpg
53365,Chart Show TV,tv_chart_show_tv,Chart Show TV,500,365,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/chart_show.jpg
53370,PopGirl +1,tv_pop_girl+1,Pop Girl +1,0,629,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/pop_girl.jpg
53375,True Ent,tv_true_entertainment,True Entertainment,142,188,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/true_entertainment.jpg
53510,ARY World,tv_ary_one_world,ARY One World,0,806,0,0,0,
53586,Psychic Line,tv_pyschic_line,Psychic Line,0,885,0,0,0,
53587,Babe Guide,tv_babe_guide,Babe Guide,0,951,0,0,0,
53588,Red Light 4,tv_red_light_4,Red Light 4,0,950,0,0,0,http://www.lyngsat-logo.com/icon/tv/rr/red_light_central_tv4.gif
53589,CelebrityShop,tv_celebrity_shop,Celebrity Shop,0,677,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/celebrity_shop.jpg
53590,Red Light 3,tv_red_light_3,Red Light 3,0,948,0,0,0,http://www.lyngsat-logo.com/icon/tv/rr/red_light_central_tv3.gif
53591,PlayboyTV Chat,tv_playboytv_chat,PlayboyTV Chat,875,902,0,0,0,http://www.lyngsat-logo.com/icon/tv/pp/playboy.gif
53598,Red Light 1,tv_red_light_1,Red Light 1,0,911,0,0,0,http://www.lyngsat-logo.com/icon/tv/rr/red_light_central_tv.gif
54051,Showcase 2,tv_showcase_2,Showcase 2,0,203,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/showcase_2_uk.jpg
54053,ATN Bangla UK,tv_atn_bangla,ATN Bangla,0,827,0,0,0,http://www.lyngsat-logo.com/logo/tv/aa/atn_bangla.jpg
54054,IQRA TV,tv_iqra_tv,IQRA TV,0,826,0,0,0,http://www.lyngsat-logo.com/logo/tv/ii/iqra_uk.jpg
54060,KICC TV,tv_kicc_tv,KICC TV,0,594,0,0,0,http://www.lyngsat-logo.com/logo/tv/kk/kicc_tv.jpg
54062,Channel 'S',tv_channel_s,Channel S,0,814,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/channel_s.jpg
54063,Peace TV,tv_peace_tv,Peace TV,0,820,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/peace_tv.jpg
54064,Peace TV Urdu,tv_peace_tv_urdu,Peace TV Urdu,0,841,0,0,0,
54066,Info TV +1,tv_information_tv+1,Information TV +1,0,189,0,0,0,
54067,Faith World TV,tv_faith_world_tv,Faith World TV,0,593,0,0,0,http://www.lyngsat-logo.com/logo/tv/ff/faith_world_tv.jpg
54068,Channel i,tv_channel_i,Channel i,0,844,0,0,0,http://www.lyngsat-logo.com/logo/tv/cc/channel_i.jpg
54101,Body In Balance,tv_body_in_balance_uk,Body In Balance UK,0,0,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/body_in_balance.jpg
54102,Travel Channel,tv_travel_channel,Travel Channel,0,251,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/travel_channel_uk.jpg
54103,Retail TV,tv_retail_tv,Retail TV,0,647,0,0,0,
54106,Argos TV,tv_argos_tv,Argos TV,819,642,0,0,0,http://www.lyngsat-logo.com/logo/tv/aa/argos_tv.jpg
54110,Men & Movies,tv_men_and_movies,Men&Movies,143,228,0,0,0,http://www.lyngsat-logo.com/logo/tv/mm/men_and_movies.jpg
54112,Best Direct,tv_best_direct,Best Direct,0,649,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/bestdirect.jpg
54113,QVC Beauty,tv_qvc_beauty,QVC Beauty,816,658,0,0,0,http://www.lyngsat-logo.com/logo/tv/qq/qvc_beauty_uk.jpg
54115,Bangla TV,tv_bangla_tv,Bangla TV,0,786,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/bangla_tv.jpg
54120,JML Cookshop,tv_jml_cookshop,JML Cookshop,809,667,0,0,0,http://www.lyngsat-logo.com/logo/tv/jj/jml_cook_shop.jpg
54135,Believe TV,tv_believe_tv,Believe TV,0,596,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/believe_tv.jpg
54140,Horse & Country,tv_horse_and_country_tv,Horse & Country TV,0,280,0,0,0,http://www.lyngsat-logo.com/logo/tv/hh/horse_country_tv.jpg
54150,JML Direct,tv_jml_direct,JML Direct,808,647,0,0,0,http://www.lyngsat-logo.com/logo/tv/jj/jml_direct.jpg
54165,Fitness TV,tv_fitness_tv,Fitness TV,0,282,0,0,0,http://www.lyngsat-logo.com/logo/tv/ff/fitness_tv.jpg
54170,Glory TV,tv_glory_tv,Glory TV,0,832,0,0,0,http://www.lyngsat-logo.com/logo/tv/gg/glory_tv.jpg
54203,Noor TV,tv_noor_tv,Noor TV,0,819,0,0,0,http://www.lyngsat-logo.com/logo/tv/nn/noor_tv_af.jpg
54208,HiTV,tv_hitv,HiTV,0,204,0,0,0,http://www.lyngsat-logo.com/logo/tv/hh/hi_tv_uk.jpg
54210,xxXpanded TV,tv_xxxpanded_tv,xxXpanded TV,0,931,0,0,0,http://www.lyngsat-logo.com/icon/tv/xx/xxxpanded_tv.gif
54211,LOVEWORLD TV,tv_loveworld_tv,Loveworld TV,0,588,0,0,0,http://www.lyngsat-logo.com/logo/tv/ll/love_world_tv.jpg
54212,UCTV,tv_uctv,UCTV,0,843,0,0,0,http://www.lyngsat-logo.com/logo/tv/uu/uctv_california.jpg
54214,Praise TV,tv_praise_tv,Praise TV,0,598,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/praise_tv_network.jpg
54215,PTV Prime,tv_ptv_prime,PTV Prime,0,792,0,0,0,
54219,DM Digital,tv_dm_digital,DM Digital,0,802,0,0,0,http://www.lyngsat-logo.com/logo/tv/dd/dm_digital.jpg
54249,Flirt TV 2,tv_flirt_tv_2,Flirt TV 2,0,933,0,0,0,
54300,MATV National,tv_matv_national,MATV National,0,793,0,0,0,
54315,Pitch TV,tv_pitch_tv,Pitch TV,803,646,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/pitch_television.jpg
54330,Elite TV,tv_elite_tv_1,Elite TV 1,0,965,0,0,0,http://www.lyngsat-logo.com/icon/tv/ee/elite_tv_965.gif
54345,OceanFinance,tv_ocean_finance,Ocean Finance,650,888,0,0,0,http://www.lyngsat-logo.com/logo/tv/oo/ocean_finance_tv.jpg
54360,Pitch World,tv_pitch_world,Pitch World,804,657,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/pitch_world.jpg
55002,BEN,tv_ben,BEN,0,184,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/ben.jpg
55005,EWTN,radio_ewtn_europe,EWTN Europe,0,1147,0,0,1,http://www.lyngsat-logo.com/logo/radio/ee/ewtn_radio.jpg
55008,EWTN,tv_ewtn_tv,EWTN TV,0,589,0,0,0,http://www.lyngsat-logo.com/logo/tv/ee/ewtn_us.jpg
55013,mov4men+1,tv_movies4men+1,Movies4Men +1,305,324,0,0,0,http://www.lyngsat-logo.com/logo/tv/mm/movies_4_men_plus1.jpg
55014,Real Radio,radio_real_radio_wales,Real Radio Wales,0,1146,0,0,1,http://www.lyngsat-logo.com/logo/radio/rr/real_radio_lk.jpg
55015,Smooth,radio_smooth_radio,Smooth Radio,732,1128,0,0,1,http://www.lyngsat-logo.com/logo/radio/ss/smooth_fm.jpg
55018,Madani Chnl,tv_madani_channel,Madani Channel,0,838,0,0,0,http://www.lyngsat-logo.com/logo/tv/mm/madani_channel.jpg
55021,Vox Africa,tv_vox_africa,Vox Africa,0,218,0,0,0,http://www.lyngsat-logo.com/logo/tv/vv/voxafrica.jpg
55022,Vintage TV,tv_vintage_tv,Vintage TV,515,369,0,0,0,http://www.lyngsat-logo.com/logo/tv/vv/vintage_tv.jpg
55104,Gems TV Extra,tv_gems_tv_extra,Gems TV Extra,818,656,0,0,0,http://www.lyngsat-logo.com/logo/tv/gg/gems_tv_extra.jpg
55108,Brit Asia TV,tv_brit_asia_tv,Brit Asia TV,0,833,0,0,0,http://www.lyngsat-logo.com/logo/tv/bb/brit_asia_tv.jpg
55109,Sunrise TV,tv_sunrise_tv,Sunrise TV,0,830,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/sunrise_television.jpg
55110,Gems TV,tv_gems_tv,Gems TV,805,652,0,0,0,http://www.lyngsat-logo.com/logo/tv/gg/gems_tv.jpg
55112,Desh TV,tv_desh_tv,Desh TV,0,850,0,0,0,http://www.lyngsat-logo.com/logo/tv/dd/desh_tv.jpg
55119,OHTV,tv_open_heaven_tv,Open Heaven TV,0,199,0,0,0,
55128,UCB Ireland,radio_ucb_ireland,UCB Ireland,0,1214,0,0,1,http://www.lyngsat-logo.com/logo/radio/uu/ucb_ireland.jpg
55132,punjabi radio,radio_punjabi_radio,Punjabi Radio,0,1187,0,0,1,http://www.lyngsat-logo.com/logo/radio/pp/punjabi_radio_uk.jpg
55202,Starz TV,tv_starz_tv,Starz TV,0,371,0,0,0,http://www.lyngsat-logo.com/logo/tv/ss/starz_uk.jpg
55204,Lucky Star,tv_lucky_star,Lucky Star,0,910,0,0,0,
55207,Babestation,tv_babestation,Babestation,870,906,0,0,0,http://www.lyngsat-logo.com/icon/tv/bb/babestation.gif
55209,Imagine Dil Se,tv_imagine_dil_se,Imagine...Dil Se,0,831,0,0,0,http://www.lyngsat-logo.com/logo/tv/ii/imagine_dil_se.jpg
55212,Babeworld.tv,tv_the_chat_lounge,The Chat Lounge,0,0,0,0,0,
55213,Takbeer TV,tv_takbeer_tv,Takbeer TV,0,845,0,0,0,http://www.lyngsat-logo.com/logo/tv/tt/takbeer_tv.jpg
55214,My Channel,tv_my_channel,My Channel,0,219,0,0,0,
55226,Psychic Today,tv_psychic_today,Psychic Today,652,886,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/psychic_today.jpg
55228,Ahlulbayt TV,tv_ahlulbayt_tv,Ahlulbayt TV,0,842,0,0,0,http://www.lyngsat-logo.com/logo/tv/aa/ahlulbayt.jpg
55236,holiday+cruise,tv_holiday_and_cruise,Holiday+Cruise,0,284,0,0,0,http://www.lyngsat-logo.com/logo/tv/hh/holiday_cruise.jpg
55242,Filth,tv_filth,Filth,874,0,0,0,0,http://www.lyngsat-logo.com/logo/tv/rr/red_hot_tv_uk.jpg
55246,Dirty Talk,tv_dirty_talk,Dirty Talk,0,921,0,0,0,
55250,The Dept Store,tv_the_dept_store,The Dept Store,0,681,0,0,0,
55270,propeller,tv_propeller_tv,Propeller TV,0,195,0,0,0,http://www.lyngsat-logo.com/logo/tv/pp/propeller.jpg
55280,Euronews,tv_euronews,Euronews,204,508,0,0,0,http://www.lyngsat-logo.com/logo/tv/ee/euronews.jpg
55500,Aastha,tv_aastha_tv,Aastha TV,0,849,0,0,0,http://www.lyngsat-logo.com/logo/tv/aa/aastha.jpg
55510,The Active Ch,tv_the_active_channel,The Active Channel,0,281,0,0,0,
55515,9XM,tv_9xm,9XM,0,851,0,0,0,
55520,Music India,tv_music_india,Music India,0,822,0,0,0,http://www.lyngsat-logo.com/logo/tv/mm/music_india.jpg
